 Td        ID        Tj        Df        Dd        Db
256      3623       246         3         7        10
256      3624       246         3         7        10
256      3625       246         3         7        10
256      3626       246         3         7        10
256      3628       246         3         7        10
256      1673       252         0         4         4
257      3657       250         3         4         7
257      3658       250         3         4         7
257      3659       250         3         4         7
257      3660       250         3         4         7
257      3661       250         3         4         7
257      3698       256         0         1         1
257      3662       250         3         4         7
257      3663       250         3         4         7
257      3664       250         3         4         7
257      1671       252         1         4         5
257      1669       252         0         5         5
257      1684       255         0         2         2
258      3637       247         4         7        11
258      3708       257         0         1         1
258      3702       257         0         1         1
258      3712       258         0         0         0
258      3718       258         0         0         0
258      3716       258         0         0         0
258      3639       248         3         7        10
258      3665       252         2         4         6
258      3668       252         2         4         6
258      1706       257         0         1         1
258      1667       252         0         6         6
259      3717       258         0         1         1
259      3703       257         0         2         2
259      3669       252         3         4         7
259      3670       252         3         4         7
259      3671       252         3         4         7
259      3673       252         3         4         7
259      1714       258         0         1         1
259      1712       258         0         1         1
260      3721       259         0         1         1
260      3711       258         1         1         2
260      3719       259         0         1         1
260      3733       260         0         0         0
260      1694       256         1         3         4
260      1697       256         1         3         4
260      1722       259         0         1         1
260      1578       239         0        21        21
261      3674       254         3         4         7
261      3675       254         3         4         7
261      3678       254         3         4         7
261      3732       260         0         1         1
261      3728       260         0         1         1
261      3679       254         4         3         7
261      3680       254         4         3         7
261      3681       254         4         3         7
261      3682       254         4         3         7
261      3666       252         2         7         9
262      3667       252         2         8        10
262      1704       257         1         4         5
263      3743       263         0         0         0
263      3738       263         0         0         0
263      3694       256         3         4         7
263      1678       254         1         8         9
263      1719       258         1         4         5
264      3696       256         4         4         8
264      3699       256         4         4         8
264      3737       263         0         1         1
264      3739       263         0         1         1
264      3704       257         3         4         7
264      3705       257         3         4         7
264      3706       257         3         4         7
264      3709       257         4         3         7
264      1731       260         0         4         4
265      3714       258         3         4         7
265      3715       258         3         4         7
265      3722       259         3         3         6
265      3750       264         0         1         1
265      3683       255         4         6        10
265      3685       255         4         6        10
265      3686       255         4         6        10
266      3763       265         0         1         1
266      3688       255         4         7        11
266      3689       255         4         7        11
266      3690       255         4         7        11
266      3691       255         4         7        11
266      3693       256         3         7        10
266      1743       263         0         3         3
266      1739       263         0         3         3
267      3730       260         3         4         7
267      3734       260         3         4         7
267      3735       260         3         4         7
267      3767       266         0         1         1
267      3772       266         0         1         1
267      3764       266         0         1         1
267      3774       267         0         0         0
267      3776       267         0         0         0
267      1740       263         1         3         4
267      1759       265         0         2         2
267      1729       260         0         7         7
267       290        48        30       189       219
268      3736       260         4         4         8
268      3695       256         4         8        12
268      3697       256         4         8        12
268      3700       256         4         8        12
268      3701       257         3         8        11
268      3781       267         0         1         1
268      3771       266         0         2         2
268      3707       257         3         8        11
268      3710       258         3         7        10
268      1775       267         0         1         1
268      1720       259         0         9         9
268      1776       267         0         1         1
269      3713       258         3         8        11
269      3720       259         3         7        10
269      3723       259         3         7        10
269      3724       259         3         7        10
269      3788       268         0         1         1
269      3779       267         1         1         2
269      3780       267         1         1         2
269      3794       269         0         0         0
269      3725       259         3         7        10
269      3726       259         3         7        10
269      3727       259         3         7        10
269      1755       264         1         4         5
270      3741       263         3         4         7
270      3742       263         3         4         7
270      3795       269         0         1         1
270      3792       269         0         1         1
270      3744       263         3         4         7
270      3745       263         3         4         7
270      3729       260         3         7        10
271      3731       260         3         8        11
271      3783       268         2         1         3
271      3802       270         0         1         1
271      3784       268         2         1         3
271      3801       270         0         1         1
271      3786       268         0         3         3
271      3787       268         0         3         3
271      3753       264         3         4         7
271      1765       266         0         5         5
272      3756       265         3         4         7
272      3757       265         3         4         7
272      3759       265         3         4         7
272      3810       272         0         0         0
272      1762       265         1         6         7
272      1798       269         0         3         3
273      3765       266         3         4         7
273      3766       266         3         4         7
273      3768       266         3         4         7
273      3816       272         0         1         1
273      1799       269         0         4         4
273      1781       267         1         5         6
274      3740       263         3         8        11
274      3775       267         3         4         7
274      3818       273         0         1         1
274      3746       264         3         7        10
274      3748       264         3         7        10
274      3749       264         3         7        10
274      3751       264         3         7        10
274      3752       264         3         7        10
275      3754       264         3         8        11
275      3755       265         3         7        10
275      3758       265         3         7        10
275       104        16        12       247       259
275      1800       269         0         6         6
276      3760       265         3         8        11
276      3827       275         0         1         1
276      3832       275         0         1         1
276      3840       276         0         0         0
276      1802       270         1         5         6
277      3830       275         0         2         2
277      3799       269         4         4         8
277      3761       265         4         8        12
277      3762       265         4         8        12
277      3800       270         3         4         7
277      3803       270         3         4         7
278      3769       266         4         8        12
278      3770       266         4         8        12
278      3773       267         3         8        11
278      3777       267         3         8        11
278      3778       267         3         8        11
278      1822       273         0         5         5
278      1834       275         0         3         3
278      1792       269         0         9         9
279      3747       264         3        12        15
279      3845       278         0         1         1
279      3861       279         0         0         0
279      3782       268         3         8        11
279      3785       268         3         8        11
279      3789       268         3         8        11
279      3790       268         3         8        11
279      3809       272         3         4         7
279      1820       273         0         6         6
280      3811       272         3         5         8
280      3812       272         3         5         8
280      3813       272         3         5         8
280      3814       272         3         5         8
280      3815       272         3         5         8
280      3868       280         0         0         0
280      3817       272         3         5         8
281      3791       269         3         9        12
281      3869       280         0         1         1
281      3871       280         0         1         1
281      3793       269         3         9        12
281      3796       269         3         9        12
281      3797       269         3         9        12
281      3798       269         3         9        12
281      3819       273         3         5         8
281      3820       273         3         5         8
282      3821       273         3         6         9
282      3822       273         4         5         9
282      3823       273         4         5         9
282      3824       273         4         5         9
282      3825       273         4         5         9
282      3826       273         4         5         9
283      3805       270         3        10        13
283      3806       270         3        10        13
283      3807       270         3        10        13
283      3808       270         3        10        13
283      1837       276         1         6         7
284      3877       284         0         0         0
284      3828       275         4         5         9
284      3829       275         4         5         9
284      3831       275         4         5         9
284      3834       275         4         5         9
285      3835       275         4         6        10
285      3872       284         0         1         1
285      3880       284         0         1         1
285      3883       285         0         0         0
285      3889       285         0         0         0
285      3886       285         0         0         0
285      3836       276         4         5         9
285      3837       276         4         5         9
285      1863       279         1         5         6
285      1867       280         0         5         5
285      1856       279         1         5         6
286      3838       276         4         6        10
286      3839       276         4         6        10
286      3842       276         5         5        10
286      3844       276         5         5        10
286      3846       278         4         4         8
286      3847       278         4         4         8
286      3882       285         0         1         1
286      3804       270         3        13        16
287      3855       279         4         4         8
287      3856       279         4         4         8
287      3833       275         4         8        12
287      1876       284         0         3         3
288      3863       280         5         3         8
288      3864       280         5         3         8
288      3865       280         5         3         8
288      3866       280         5         3         8
288      3843       276         5         7        12
290      3881       285         3         2         5
290      3884       285         3         2         5
290      3885       285         3         2         5
290      3887       285         3         2         5
290      3888       285         3         2         5
290      3867       280         5         5        10
290      3892       290         0         0         0
290      3898       290         0         0         0
290      3841       276         5         9        14
290      3848       278         4         8        12
290      3849       278         4         8        12
290      3850       278         4         8        12
290      3851       278         5         7        12
290      1866       280         0        10        10
291      3852       278         5         8        13
291      3854       279         4         8        12
291      3874       284         3         4         7
291      3891       290         0         1         1
291      3902       291         0         0         0
291      3894       290         0         1         1
291      3895       290         0         1         1
291      3876       284         3         4         7
291      3857       279         5         7        12
291      3858       279         5         7        12
291      1877       284         1         6         7
292      3860       279         5         8        13
292      3862       279         5         8        13
292      3870       280         5         7        12
292      3912       292         0         0         0
293      3873       284         3         6         9
293      3878       284         3         6         9
293      3916       292         0         1         1
293      3909       292         0         1         1
293      3911       292         0         1         1
293      3921       293         0         0         0
293      3859       279         5         9        14
293      1887       285         1         7         8
293      1839       276         0        17        17
294      3890       290         2         2         4
294      3893       290         2         2         4
294      3896       290         2         2         4
294      3897       290         2         2         4
294      3899       291         1         2         3
294      3925       293         0         1         1
294      3913       292         0         2         2
294      3924       293         0         1         1
294      3914       292         0         2         2
294      3934       294         0         0         0
294      3900       291         1         2         3
294      3901       291         1         2         3
294      3903       291         1         2         3
294      3904       291         1         2         3
294      1894       290         0         4         4
294      1901       291         1         2         3
294       109        17        12       265       277
294      1892       290         0         4         4
295      3853       278         5        12        17
295      3875       284         3         8        11
295      3930       294         0         1         1
295      3937       295         0         0         0
295      3879       284         3         8        11
295      3908       292         1         2         3
295      3910       292         1         2         3
295      3915       292         1         2         3
295      1928       294         0         1         1
296      3917       293         2         1         3
296      3951       296         0         0         0
296      3947       296         0         0         0
296      3918       293         1         2         3
296      1940       295         0         1         1
296      1939       295         0         1         1
297      3919       293         2         2         4
297      3907       291         2         4         6
297      3922       293         2         2         4
297      3923       293         2         2         4
297      3927       294         2         1         3
297      3928       294         2         1         3
297      3929       294         2         1         3
297      1937       295         0         2         2
297      1788       268         0        29        29
297       113        17        12       268       280
297      1405       215         0        82        82
298      3936       295         1         2         3
298      3949       296         1         1         2
298      3946       296         1         1         2
298      3950       296         0         2         2
298      3945       296         1         1         2
298      3955       298         0         0         0
298      3920       293         2         3         5
298      3905       291         2         5         7
298      3906       291         2         5         7
298      3944       296         1         1         2
298      1921       293         1         4         5
298      1931       294         1         3         4
298      1951       296         0         2         2
298      1571       238         0        60        60
299      3948       296         1         2         3
299      3952       296         1         2         3
299      3926       294         2         3         5
299      3970       299         0         0         0
299      3940       295         0         4         4
299      3941       295         0         4         4
299      3942       295         0         4         4
299      3966       299         0         0         0
299      3964       299         0         0         0
300      3931       294         2         4         6
300      3932       294         2         4         6
300      3933       294         2         4         6
300      3938       295         1         4         5
300      3935       295         4         1         5
300      3968       299         0         1         1
300      3939       295         2         3         5
300      3943       295         2         3         5
301      3953       298         1         2         3
301      3954       298         1         2         3
301      3956       298         1         2         3
301      3957       298         1         2         3
301      3958       298         1         2         3
301      3972       301         0         0         0
301      3959       298         1         2         3
301      3960       298         1         2         3
301      3961       298         2         1         3
301      3962       299         1         1         2
301      3963       299         1         1         2
302      3965       299         1         2         3
302      3967       299         1         2         3
302      3971       301         1         0         1
302      3975       301         0         1         1
302      3979       301         0         1         1
302      3969       299         2         1         3
303      3987       302         0         1         1
303      3973       301         1         1         2
303      3974       301         1         1         2
303      1959       298         2         3         5
303      1970       299         0         4         4
303      1976       301         0         2         2
303      1973       301         0         2         2
303      1962       298         0         5         5
303      1958       298         0         5         5
303      1954       298         1         4         5
304      3991       303         0         1         1
304      3996       303         0         1         1
304      3994       303         0         1         1
304      3989       303         0         1         1
304      3984       302         1         1         2
304      1979       301         1         2         3
305      3976       301         1         3         4
305      3977       301         1         3         4
305      4004       305         0         0         0
305      3978       301         1         3         4
305      3980       302         0         3         3
305      3981       302         0         3         3
305      1988       302         1         2         3
306      3993       303         1         2         3
306      3995       303         1         2         3
306      3997       303         1         2         3
306      3982       302         1         3         4
306      3983       302         1         3         4
306      3998       305         0         1         1
306      4000       305         0         1         1
306      4015       306         0         0         0
306      4007       306         0         0         0
306      3985       302         1         3         4
307      3986       302         1         4         5
307      3988       302         1         4         5
307      3990       303         1         3         4
307      3992       303         1         3         4
307      4014       306         0         1         1
307      4021       307         0         0         0
307      4002       305         1         1         2
307      2012       306         0         1         1
307      2009       306         0         1         1
307      2006       305         0         2         2
308      4008       306         1         1         2
308      4020       307         0         1         1
308      4023       307         0         1         1
308      4011       306         0         2         2
308      3999       305         1         2         3
308      4001       305         1         2         3
308      4003       305         1         2         3
308      4005       305         1         2         3
309      4006       305         1         3         4
309      4018       307         1         1         2
309      4019       307         1         1         2
309      4022       307         1         1         2
309      4024       307         1         1         2
309      4017       307         1         1         2
309      4012       306         0         3         3
309      4016       307         1         1         2
309      4009       306         1         2         3
309      4010       306         1         2         3
309      4013       306         1         2         3
309      2011       306         1         2         3
309      1994       303         0         6         6
309      2008       306         0         3         3
309      2005       305         0         4         4
309      2002       305         0         4         4
310      4025       309         0         1         1
310      4033       309         0         1         1
310      4027       309         0         1         1
310      4026       309         0         1         1
310      4028       309         0         1         1
310      2021       307         0         3         3
310      2022       307         0         3         3
311      4040       310         0         1         1
311      4039       310         0         1         1
311      4031       309         1         1         2
311      4035       310         0         1         1
311      2019       307         0         4         4
311      2026       309         0         2         2
312      4050       312         0         0         0
312      4030       309         1         2         3
312      4032       309         1         2         3
312      4034       310         0         2         2
312      2030       309         0         3         3
312      2041       310         0         2         2
312      2036       310         0         2         2
312      2029       309         0         3         3
313      4046       312         0         1         1
313      4048       312         0         1         1
313      4047       312         0         1         1
314      4029       309         1         4         5
314      4043       312         1         1         2
314      4045       312         1         1         2
314      4059       314         0         0         0
314      4060       314         0         0         0
314      4051       312         1         1         2
314      4036       310         0         4         4
314      2042       310         0         4         4
315      4037       310         1         4         5
315      4038       310         1         4         5
315      4041       310         1         4         5
315      4042       310         1         4         5
315      4044       312         1         2         3
315      4049       312         1         2         3
315       114        17        13       285       298
315      2053       314         0         1         1
316      4052       314         1         1         2
316      4063       315         0         1         1
316      4054       314         0         2         2
316      4073       316         0         0         0
316      4053       314         1         1         2
316      4055       314         1         1         2
316      2057       314         0         2         2
316      2046       312         0         4         4
316      2064       315         0         1         1
317      4056       314         1         2         3
317      4075       316         0         1         1
317      4077       316         0         1         1
317      4064       315         1         1         2
317      4067       315         1         1         2
317      2050       312         1         4         5
317      2047       312         1         4         5
317       330        52        35       230       265
317       331        52        35       230       265
317      2071       316         0         1         1
317      2027       309         0         8         8
318      4083       317         0         1         1
318      4066       315         0         3         3
318      4057       314         1         3         4
318      4062       315         0         3         3
318      1969       299         0        19        19
319      4074       316         1         2         3
319      4076       316         1         2         3
319      4078       316         1         2         3
319      4068       315         1         3         4
319      4069       315         1         3         4
319      4065       315         0         4         4
319      4091       319         0         0         0
319      4079       317         1         1         2
319      4080       317         1         1         2
319      4081       317         1         1         2
319      4082       317         1         1         2
319      4084       317         1         1         2
319      4085       317         1         1         2
319      4086       317         1         1         2
320      4087       317         1         2         3
320      4058       314         1         5         6
320      4061       315         0         5         5
320      4070       316         1         3         4
320      4071       316         1         3         4
320      4072       316         1         3         4
321      4088       319         1         1         2
321      4090       319         1         1         2
321      4092       319         1         1         2
321      4093       319         1         1         2
321      4094       319         1         1         2
321      4095       319         1         1         2
321      4096       319         2         0         2
321      4089       319         1         1         2

Battle result: Win

Earth army statistics
Total earth soldiers: 204
Total earth tanks: 374
Total earth gunnery: 1267
Percentage of destructed earth soldiers relative to total soldiers: 98.0392%
Percentage of destructed earth tanks relative to total tanks: 74.0642%
Percentage of destructed earth gunnery relative to total gunnery: 5.36701%
Percentage of total destructed units relative to total units: 29.5393%
Average Delay before first being shot: 1.58532
Average time to destruction after first shot: 19.4844
Average battle time: 21.0697
Df/Db percentage: 7.52417 %
Dd/Db percentage: 92.4758%

Alien army statistics
Total alien soldiers: 1463
Total alien drones: 445
Total alien monsters: 189
Percentage of destructed alien soldiers relative to total soldiers: 100%
Percentage of destructed alien drones relative to total drones: 100%
Percentage of destructed alien monsters relative to total monsters: 100%
Percentage of total destructed units relative to total units: 100%
Average Delay before first being shot: 1.33524
Average time to destruction after first shot: 2.85789
Average battle time: 4.19313
Df/Db percentage: 31.8435%
Dd/Db percentage: 68.1565%
